epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,4645.02,1.63312,2.0996,0.75489,0.92944,0.77207,0.76374,0.77454,0.37871,0.74139,0.7323,0.7325,0.28494,1.85167,2.04481,1.01217,0.96962,0.000416,0.000416,0.000416
82,4701.74,1.6528,2.10867,0.74916,0.93725,0.76114,0.76411,0.77064,0.39279,0.74055,0.74229,0.74553,0.30813,1.76269,1.9851,0.991,0.95869,0.0003962,0.0003962,0.0003962
83,4756.74,1.64802,2.09238,0.76023,0.93217,0.81557,0.75369,0.78854,0.39253,0.79713,0.72319,0.75306,0.30554,1.81806,2.04128,0.98786,0.9663,0.0003764,0.0003764,0.0003764
84,4814.29,1.63392,2.10706,0.76425,0.93819,0.64444,0.71143,0.6725,0.3376,0.63724,0.6788,0.64222,0.26658,1.87228,2.10924,1.15203,0.97356,0.0003566,0.0003566,0.0003566
85,4871.72,1.63853,2.09633,0.7552,0.92867,0.79409,0.7655,0.78081,0.38639,0.76951,0.72994,0.73536,0.27918,1.83921,2.03149,0.98772,0.97071,0.0003368,0.0003368,0.0003368
86,4926.94,1.63687,2.09252,0.74992,0.92961,0.81708,0.75551,0.78733,0.39227,0.79537,0.74846,0.77026,0.32709,1.75614,2.02253,0.97207,0.95787,0.000317,0.000317,0.000317
87,4987.11,1.61705,2.07629,0.74027,0.93262,0.63926,0.71349,0.66299,0.32705,0.62151,0.67989,0.62582,0.25116,1.89615,2.13245,1.17703,0.97781,0.0002972,0.0002972,0.0002972
88,5041.97,1.65369,2.09884,0.75134,0.93533,0.79607,0.75433,0.77566,0.37052,0.75927,0.71831,0.72537,0.2733,1.82863,2.06721,0.99374,0.96839,0.0002774,0.0002774,0.0002774
89,5100.35,1.6691,2.11371,0.75631,0.93925,0.65907,0.68851,0.65717,0.31217,0.62761,0.64384,0.60108,0.21675,1.9831,2.18179,1.16456,0.99548,0.0002576,0.0002576,0.0002576
90,5156.82,1.63743,2.08619,0.74857,0.9355,0.76623,0.74522,0.75158,0.36732,0.74698,0.71486,0.71267,0.27841,1.82789,2.05185,1.02925,0.96777,0.0002378,0.0002378,0.0002378
91,5206.48,1.63904,2.11221,0.77894,0.9541,0.81415,0.75081,0.77983,0.37466,0.78592,0.7176,0.73853,0.29285,1.7978,2.04874,0.99778,0.96502,0.000218,0.000218,0.000218
92,5239.86,1.60896,2.06904,0.7555,0.95291,0.80234,0.75862,0.78465,0.38866,0.77747,0.73511,0.7524,0.30632,1.73957,1.99876,0.96667,0.95509,0.0001982,0.0001982,0.0001982
93,5274.8,1.61737,2.07022,0.74556,0.95199,0.80276,0.75316,0.78474,0.39096,0.77762,0.72906,0.74905,0.3021,1.73928,1.99427,0.97714,0.95228,0.0001784,0.0001784,0.0001784
94,5307.78,1.61083,2.03792,0.74697,0.94405,0.79555,0.73994,0.77173,0.37583,0.76678,0.70232,0.72385,0.27351,1.83878,2.05645,0.99879,0.96585,0.0001586,0.0001586,0.0001586
95,5344.34,1.62085,2.07809,0.74971,0.94876,0.72511,0.72642,0.73003,0.35385,0.69291,0.69498,0.6831,0.25653,1.87919,2.08426,1.07988,0.97288,0.0001388,0.0001388,0.0001388
96,5377.05,1.61209,2.06211,0.74564,0.95457,0.65551,0.70585,0.68277,0.34156,0.6353,0.6794,0.64325,0.24856,1.89593,2.09585,1.16551,0.97841,0.000119,0.000119,0.000119
97,5410.23,1.6253,2.07462,0.74891,0.95096,0.76694,0.74875,0.76782,0.38945,0.74545,0.71643,0.72996,0.28999,1.78005,1.99366,1.00979,0.95845,9.92e-05,9.92e-05,9.92e-05
98,5443.96,1.61063,2.04402,0.73675,0.94725,0.80251,0.76315,0.78891,0.40248,0.77896,0.73788,0.75823,0.31057,1.75151,1.97828,0.9655,0.9541,7.94e-05,7.94e-05,7.94e-05
99,5478.17,1.60293,2.04284,0.73067,0.95403,0.7957,0.77026,0.78836,0.40143,0.77142,0.74675,0.76036,0.31459,1.74754,1.97774,0.96641,0.95308,5.96e-05,5.96e-05,5.96e-05
100,5511.81,1.60073,2.04656,0.73451,0.95117,0.78353,0.76726,0.7831,0.40022,0.76611,0.73994,0.75115,0.30659,1.75731,1.98234,0.97086,0.95408,3.98e-05,3.98e-05,3.98e-05
