epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,4968.82,1.71057,2.20052,0.7988,0.95094,0.84927,0.85652,0.86104,0.4685,0.8355,0.83786,0.84226,0.3667,1.58729,1.85471,0.77901,0.9244,0.00123176,0.00123176,0.00123176
99,5020.35,1.71804,2.23061,0.8077,0.94815,0.84162,0.83174,0.85623,0.45716,0.82449,0.8083,0.8257,0.33699,1.65012,1.9205,0.8165,0.92982,0.00122384,0.00122384,0.00122384
100,5070.09,1.71111,2.21459,0.80588,0.9488,0.79809,0.8123,0.82082,0.41124,0.76376,0.76763,0.76283,0.26813,1.79786,1.94966,0.87221,0.9533,0.00121592,0.00121592,0.00121592
101,5119.73,1.66934,2.15204,0.79137,0.93833,0.86666,0.83346,0.86157,0.45896,0.85283,0.81528,0.84201,0.37138,1.63095,1.87599,0.79033,0.9316,0.001208,0.001208,0.001208
102,5168.54,1.72448,2.21514,0.81567,0.95062,0.84019,0.83815,0.85274,0.44653,0.8239,0.81152,0.82085,0.32203,1.72127,1.95586,0.79586,0.94489,0.00120008,0.00120008,0.00120008
103,5218.08,1.70921,2.22447,0.80267,0.95141,0.85531,0.81598,0.84961,0.44835,0.83576,0.78981,0.81825,0.32358,1.67351,1.91923,0.81427,0.93918,0.00119216,0.00119216,0.00119216
104,5268.47,1.68816,2.15367,0.79883,0.94385,0.82782,0.81147,0.83701,0.44613,0.80934,0.7905,0.81058,0.33014,1.6568,1.915,0.80978,0.93551,0.00118424,0.00118424,0.00118424
105,5317.41,1.67083,2.12767,0.79102,0.94299,0.82658,0.78216,0.81537,0.31256,0.71255,0.65881,0.63276,0.17795,2.08675,2.2196,0.95118,0.99936,0.00117632,0.00117632,0.00117632
106,5368.1,1.70431,2.15894,0.79883,0.93631,0.85294,0.82689,0.85393,0.45904,0.84184,0.80795,0.83256,0.35814,1.62235,1.89943,0.8022,0.92912,0.0011684,0.0011684,0.0011684
107,5415.68,1.68665,2.1526,0.7963,0.94198,0.84541,0.83294,0.85508,0.455,0.83428,0.80367,0.82173,0.34225,1.65037,1.91648,0.80674,0.9324,0.00116048,0.00116048,0.00116048
108,5467.31,1.68936,2.17463,0.79787,0.9417,0.85463,0.81806,0.8444,0.43034,0.84931,0.80437,0.83293,0.38843,1.6307,1.88536,0.85549,0.93018,0.00115256,0.00115256,0.00115256
109,5518.59,1.70887,2.18002,0.7983,0.93664,0.81347,0.81563,0.82212,0.3926,0.76294,0.76121,0.74185,0.25772,1.80725,2.037,0.87112,0.95344,0.00114464,0.00114464,0.00114464
110,5569.72,1.74736,2.21356,0.80724,0.94692,0.81277,0.80037,0.81547,0.38188,0.76462,0.74268,0.72842,0.25903,1.79009,2.05604,0.88683,0.95487,0.00113672,0.00113672,0.00113672
111,5618.11,1.65682,2.136,0.78629,0.94668,0.86121,0.83544,0.86181,0.45549,0.83749,0.81199,0.82758,0.321,1.67296,1.90554,0.78119,0.9343,0.0011288,0.0011288,0.0011288
112,5671.06,1.68649,2.15225,0.77214,0.94008,0.85758,0.84405,0.86507,0.4589,0.83837,0.82031,0.83238,0.32403,1.69767,1.87181,0.77262,0.93675,0.00112088,0.00112088,0.00112088
113,5718.19,1.66143,2.12505,0.7821,0.94126,0.85552,0.83244,0.85868,0.45688,0.84472,0.81441,0.83565,0.36264,1.63007,1.94915,0.79589,0.93102,0.00111296,0.00111296,0.00111296
114,5767.53,1.64233,2.10937,0.77462,0.94029,0.87124,0.84422,0.87075,0.4738,0.85711,0.82637,0.84636,0.36806,1.59074,1.84696,0.76796,0.92537,0.00110504,0.00110504,0.00110504
115,5820.93,1.65965,2.12447,0.76822,0.94148,0.84288,0.83011,0.85019,0.45713,0.82238,0.80789,0.81989,0.33742,1.64756,1.88175,0.79271,0.93339,0.00109712,0.00109712,0.00109712
116,5870.21,1.65362,2.12977,0.77858,0.93952,0.83278,0.82412,0.83901,0.44026,0.81058,0.79562,0.80209,0.30978,1.73846,1.91772,0.80683,0.94464,0.0010892,0.0010892,0.0010892
117,5919.33,1.66844,2.13629,0.77268,0.94194,0.85619,0.8449,0.86876,0.47295,0.83903,0.82645,0.8442,0.36128,1.60484,1.85556,0.77495,0.92732,0.00108128,0.00108128,0.00108128
118,5968.85,1.69308,2.13525,0.77789,0.94159,0.83792,0.82951,0.84653,0.4048,0.7959,0.77508,0.7779,0.27509,1.80234,2.04364,0.86343,0.95766,0.00107336,0.00107336,0.00107336
119,6018.29,1.69746,2.16464,0.78401,0.94337,0.49922,0.43944,0.37988,0.13928,0.45053,0.38867,0.3194,0.09006,2.75917,2.83574,1.34341,1.1594,0.00106544,0.00106544,0.00106544
120,6069.91,1.69318,2.15231,0.79521,0.94233,0.86933,0.84197,0.86301,0.46865,0.85619,0.81875,0.83914,0.35635,1.60308,1.86186,0.78137,0.92753,0.00105752,0.00105752,0.00105752
121,6120.01,1.66379,2.12343,0.78367,0.94043,0.86481,0.82474,0.85964,0.44441,0.83354,0.7938,0.81556,0.31206,1.73407,1.98308,0.81181,0.94292,0.0010496,0.0010496,0.0010496
